diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
J00-J06,Acute upper respiratory infections,171635,161783,133084,26977,0.751691447,14.39070621,2018,161783,26977,0,0,FALSE
J09-J18,Influenza & pneumonia,625585,290880,282503,3167,8.280036486,71.53340824,2018,290880,3167,0,0,FALSE
J20-J22,Other acute lower respiratory infections,247424,180764,174923,2259,2.890248898,44.24507244,2018,180764,2259,0,0,FALSE
J30-J39,Other diseases of upper respiratory tract,111643,107638,18857,81531,1.624157303,37.37167089,2018,107638,81531,0,0,FALSE
J40-J47,Chronic lower respiratory diseases,403433,238267,208989,13856,4.140403048,62.45231604,2018,238267,13856,0,0,FALSE
J60-J70,Lung diseases due to external agents,70885,27790,26172,730,12.81874717,74.2796832,2018,27790,730,0,0,FALSE
J80-J99,Other diseases of the respiratory system,144002,87306,48385,24605,7.198343117,64.01836804,2018,87306,24605,0,0,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",266368,261727,20543,226140,1.695913053,34.87823257,2018,261727,226140,0,0,FALSE
K20-K31,"Diseases of oesophagus, stomach & duodenum",491793,430757,66909,306052,3.616269524,58.36345877,2018,430757,306052,0,0,FALSE
K35-K38,Diseases of appendix,58415,47892,45814,1585,3.197771755,34.3549806,2018,47892,1585,0,0,FALSE
K40-K46,Hernia,217291,205256,29198,169908,2.880768472,57.66060699,2018,205256,169908,0,0,FALSE
K50-K52,Noninfective enteritis & colitis,286538,256561,26495,128206,6.083062681,44.18477747,2018,256561,128206,0,0,FALSE
K55-K63,Other diseases of intestines,724066,646953,166354,416865,4.622339555,58.77216318,2018,646953,416865,0,0,FALSE
K65-K67,Diseases of peritoneum,14221,9087,5547,3064,8.615859684,55.91251493,2018,9087,3064,0,0,FALSE
K70-K77,Diseases of liver,91209,48952,24885,14543,9.92055482,56.95182302,2018,48952,14543,0,0,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",289859,213979,112653,92559,5.031878746,58.3880297,2018,213979,92559,0,0,FALSE
K90-K93,Other diseases of the digestive system,180126,137810,65164,66278,4.181659831,58.29613429,2018,137810,66278,0,0,FALSE
L00-L14  L55-L99,Other infections and disorders of the skin,411858,329913,180007,134489,4.234029904,55.80409679,2018,329913,134489,0,0,FALSE
L20-L30,Dermatitis and eczema,16251,13675,8629,3628,2.185612245,40.62082642,2018,13675,3628,0,0,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),12550,11725,1225,5176,6.132996633,52.73236365,2018,11725,5176,0,0,FALSE
L50-L54,Urticaria and erythems,11748,10481,5655,2209,1.494523459,36.88365054,2018,10481,2209,0,0,FALSE
M00-M25,Arthropathies,645828,609032,77360,456301,3.403464494,60.55248209,2018,609032,456301,0,0,FALSE
M30-M36,Systemic connective tissue disorders,30607,27080,4359,8801,6.443116359,50.35703936,2018,27080,8801,0,0,FALSE
M40-M54,Dorsopathies,352033,320545,84580,195899,3.420231045,57.98562304,2018,320545,195899,0,0,FALSE
M60-M79,Soft tissue disorders,265913,248802,98401,137373,1.497997463,56.8981851,2018,248802,137373,0,0,FALSE
M80-M94,Osteopathies and chondropathies,106371,88894,21704,37621,8.56718073,61.6036375,2018,88894,37621,0,0,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,14906,10711,5768,3885,16.00550108,71.74351779,2018,10711,3885,0,0,FALSE
"N00-N08, N10-N16",Diseases of the kidney,119121,85882,57992,17592,3.511800768,49.53144407,2018,85882,17592,0,0,FALSE
N17-N19,Renal failure,166521,95579,60142,20216,7.496264803,68.51187601,2018,95579,20216,0,0,FALSE
N20-N23,Urolithiasis,98226,89624,34255,45150,1.411628113,52.58621502,2018,89624,45150,0,0,FALSE
N25-N29,Other disorders of kidney & ureter,7715,6342,1827,3525,3.55674264,56.87098214,2018,6342,3525,0,0,FALSE
N30-N39,Other diseases of the urinary system,399561,272213,164675,84232,5.606669388,66.90305112,2018,272213,84232,0,0,FALSE
‡ N40-N51,Diseases of male genital organs,133114,125265,39827,81313,1.575528934,49.45305977,2018,125265,81313,0,0,FALSE
N60-N64,Disorders of breast,18932,17983,6334,10986,1.149041222,45.58359388,2018,17983,10986,0,0,FALSE
‡ N70-N77,Inflammatory diseases of female pelvic organs,27373,24358,14301,9244,2.12536071,37.50362601,2018,24358,9244,0,0,FALSE
‡ N80-N98,Noninflammatory disorders of female genital tract,216785,209704,36309,163170,1.566089762,46.64019489,2018,209704,163170,0,0,FALSE
‡ O00-O08,Pregnancy with abortive outcome,124486,122159,48442,52756,0.889824997,29.92448632,2018,122159,52756,0,0,FALSE
"‡ O10-O75, O85-O92, O94-O99",Complications of labour and delivery,1099392,1056809,84655,13837,1.624159887,29.60685271,2018,1056809,13837,0,0,FALSE
‡ O80-O84,Delivery,31543,31065,266,215,1.018135794,29.63255427,2018,31065,215,0,0,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,269,261,2,1,1.111111111,0.003108209,2018,261,1,0,0,FALSE
P05-P96,Other conditions originating in the perinatal period,295711,250437,50816,2470,4.870284967,0.029170272,2018,250437,2470,0,0,FALSE
Q00-Q89,Congenital malformations,117239,102677,10136,60952,4.63372093,12.99485657,2018,102677,60952,0,0,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1538,1396,151,450,9.413127413,9.663295364,2018,1396,450,0,0,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,511523,440918,379701,49035,0.77745523,56.07649038,2018,440918,49035,0,0,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,610742,554882,304717,231112,1.310382442,47.24473054,2018,554882,231112,0,0,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,44156,40073,33222,5175,0.743696018,37.38377891,2018,40073,5175,0,0,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,173167,105466,92878,3769,7.44571566,75.86224329,2018,105466,3769,0,0,FALSE
R30-R39,Symptoms & signs involving the urinary system,120001,107642,50154,47671,2.167643735,64.59272628,2018,107642,47671,0,0,FALSE
R40-R46,Symptoms & signs inv. Cognition perception etc.,112743,85731,80608,3073,2.580100693,61.6298254,2018,85731,3073,0,0,FALSE
R47-R49,Symptoms & signs inv. speech & voice,10637,8412,6261,1772,2.346454021,67.04733797,2018,8412,1772,0,0,FALSE
R50-R68,General symptoms & signs,393133,316803,248772,48924,1.821408806,50.53163886,2018,316803,48924,0,0,FALSE
R70-R89,Abnormal findings of bodily fluids or samples without diag.,38518,35639,9835,18325,1.510437606,57.85489349,2018,35639,18325,0,0,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,50003,44497,9530,29898,2.505438777,61.42671166,2018,44497,29898,0,0,FALSE
S00-S09,Injuries to the head,225427,183751,165396,13648,3.398491332,57.71235382,2018,183751,13648,0,0,FALSE
S10-S19,Injuries to the neck,14463,10158,9200,232,12.50631436,60.58804985,2018,10158,232,0,0,FALSE
S20-S29,Injuries to the thorax,41580,28420,27008,450,6.792631166,65.63485543,2018,28420,450,0,0,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",62590,41319,38149,824,8.069607368,65.71616152,2018,41319,824,0,0,FALSE
S40-S49,Injuries to the shoulder & upper arm,61926,48240,37500,8096,4.694418381,58.67805328,2018,48240,8096,0,0,FALSE
S50-S59,Injuries to the elbow & forearm,82060,72230,52627,14930,2.241032551,46.95941877,2018,72230,14930,0,0,FALSE
S60-S69,Injuries to the wrist & hand,97773,93794,54182,33397,0.925328255,38.55796888,2018,93794,33397,0,0,FALSE
S70-S79,Injuries to the hip & thigh,134202,87752,80995,1689,15.14147914,77.06773747,2018,87752,1689,0,0,FALSE
S80-S89,Injuries to the knee & lower leg,99141,78912,64009,11458,5.904633863,53.6845553,2018,78912,11458,0,0,FALSE
S90-S99,Injuries to the ankle & foot,21950,18875,15141,2883,2.688760467,47.17284509,2018,18875,2883,0,0,FALSE
T00-T07,Injuries involving multiple body regions,5568,4339,3882,276,6.368459838,51.55559024,2018,4339,276,0,0,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,1855,1568,1468,47,2.664438503,55.95805483,2018,1568,47,0,0,FALSE
T15-T19,Effects of foreign body entering through natural orifice,22483,18660,14264,3954,1.104225525,34.77161317,2018,18660,3954,0,0,FALSE
T20-T32,Burns and corrosions,14061,12909,9680,854,3.927739545,30.58296431,2018,12909,854,0,0,FALSE
T33-T35,Frostbite,68,46,37,4,13.26,51.78461538,2018,46,4,0,0,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,150367,116697,116256,145,1.411683371,36.23945482,2018,116697,145,0,0,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,9435,8017,5878,144,1.60734509,41.46574957,2018,8017,144,0,0,FALSE
T66-T78,Other and unspecified effects of external causes,22643,20005,16080,1169,1.083191252,35.25243569,2018,20005,1169,0,0,FALSE
T80-T88,Complications of surgical & medical care nec.,271906,217900,124802,75238,5.197398946,57.62694999,2018,217900,75238,0,0,FALSE
T90-T98,Sequelae of injuries of poisoning & other consequences,3,3,2,0,113,54.66666667,2018,3,0,0,,FALSE
U00-U49,Provisional assignment of new diseases of uncertain etiology,10,4,3,0,161.25,52.125,2018,4,0,0,,FALSE
U80-U89,Bacterial agents resistant to antibiotics,2,0,0,0,23.5,81.5,2018,0,0,,,FALSE
Z00-Z13,Examination and investigation,326086,313949,21440,169841,1.392778894,49.14629973,2018,313949,169841,0,0,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,16267,15234,559,4056,1.57265745,52.65480027,2018,15234,4056,0,0,FALSE
Z30-Z39,Health services in circumstances related to reproduction,547823,539391,5603,20477,0.97542759,8.471388036,2018,539391,20477,0,0,FALSE
Z40-Z54,Persons encountering health services for specific care,131061,127826,8529,84332,3.291121339,53.85514604,2018,127826,84332,0,0,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,959,732,628,11,6.424320828,36.14275941,2018,732,11,0,0,FALSE
Z70-Z76,Persons encountering health services in other circs.,26911,22958,6671,3447,3.212965505,27.32988241,2018,22958,3447,0,0,FALSE
Z80-Z99,Persons with potential health hazards related to family,10016,9943,207,1391,10.39204545,55.01501827,2018,9943,1391,0,0,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2018,0,0,,,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2018,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2018,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2018,0,0,,,FALSE
A00-A09,Intestinal infectious diseases,210237,154354,118049,32081,3.190941173,49.20887558,2019,159034,35016,-2.942766955,-8.381882568,FALSE
A15-A19,Tuberculosis,5082,2190,1387,493,18.49528706,44.61897864,2019,2225,529,-1.573033708,-6.805293006,FALSE
A20-A28,Certain zoonotic bacterial diseases,313,170,148,12,7.010810811,47.01045016,2019,,,,,FALSE
A30-A49,Other bacterial diseases,305620,144650,137272,2365,10.43371767,69.1566148,2019,,,,,FALSE
A50-A64,Infections with a predominantly sexual mode of transmission,2524,2231,717,1225,3.724520686,0,2019,,,,,FALSE
A65-A69,Other spirochaetal diseases,589,488,281,149,2.917378917,37.3595679,2019,,,,,FALSE
A70-A74,Other diseases caused by chlamydiae,80,55,51,2,3.209677419,56.04761905,2019,,,,,FALSE
A75-A79,Rickettsioses,57,30,28,2,7.571428571,50.89473684,2019,,,,,FALSE
A80-A89,Viral infections of the central nervous system,6533,3805,3511,106,6.808114772,35.07619285,2019,3913,86,-2.760030667,23.25581395,FALSE
A92-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,410,270,240,16,3.128617363,38.73257946,2019,192,6,40.625,166.6666667,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,20529,16311,12543,3178,3.703829235,35.73023997,2019,17456,3352,-6.559349221,-5.190930788,FALSE
B15-B19,Viral hepatitis,3844,2280,1667,412,4.993451824,45.21013701,2019,2394,532,-4.761904762,-22.55639098,FALSE
B20-B24,Human immunodeficiency virus [HIV] disease,3568,2169,918,584,14.63685272,0,2019,2545,450,-14.7740668,29.77777778,FALSE
B25-B34,Other viral diseases,119541,107757,105728,848,0.940037763,13.24886138,2019,118995,840,-9.44409429,0.952380952,FALSE
B35-B49,Mycoses,11608,9055,3541,4077,6.351362772,55.26167277,2019,8470,3847,6.906729634,5.978684689,FALSE
B50-B64,Protozoal diseases,4069,2380,1966,273,6.669822485,46.13460042,2019,2209,213,7.741059303,28.16901408,FALSE
B65-B83,Helminthiases,995,890,288,507,4.36159601,35.56178803,2019,887,466,0.338218715,8.798283262,FALSE
B85-B89,"Pediculosis, acariasis and other infestations",451,284,251,23,5.72260274,51.96543177,2019,,,,,FALSE
B95-B98,"Bacterial, viral and other infectious agents",12,9,6,2,54.28571429,49.83333333,2019,,,,,FALSE
B99-B99,Other infectious and parasitic diseases,9435,5323,5109,57,5.158561093,70.79257438,2019,3536,78,50.53733032,-26.92307692,FALSE
C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,29596,26773,2452,13038,6.672489824,61.28008865,2019,25557,12789,4.75799194,1.946985691,FALSE
C15-C26,Malignant neoplasm of digestive organs,327699,276518,29995,106483,8.835610073,67.11860082,2019,268681,101300,2.916841905,5.116485686,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,141859,118894,14889,39962,8.033299167,68.60526181,2019,115023,37403,3.365413874,6.84169719,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,8413,7941,621,2064,5.729077143,28.24540541,2019,7261,1781,9.365101226,15.88994947,FALSE
C43-C44,Malignant neoplasms of skin,159631,158089,1332,146093,3.957692739,72.6672585,2019,154472,144205,2.341524678,1.309247252,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,25712,22848,2506,7502,6.585212008,60.68729592,2019,23035,7390,-0.811808118,1.51556157,FALSE
C50-C50,Malignant neoplasm of breast,230944,226544,4173,80589,2.351635965,58.77982058,2019,,,,,FALSE
‡ C51-C58,Malignant neoplasms of female genital organs,74440,68761,5190,28709,4.978090152,63.44431417,2019,69426,28271,-0.957854406,1.549290793,FALSE
‡ C60-C63,Malignant neoplasms of male genital organs,92555,87091,5142,47149,3.866504317,68.06692969,2019,88825,48164,-1.95215311,-2.107383108,FALSE
C64-C68,Malignant neoplasms of urinary tract,100911,92467,5625,51126,4.254394034,69.56871203,2019,90988,49193,1.625489075,3.929420853,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",28051,22169,4740,6568,8.839943225,38.59861139,2019,21270,6187,4.226610249,6.15807338,FALSE
C73-C75,Malignant neoplasms of thyroid and other endocrine glands,10334,9739,538,5057,3.286411469,41.36000496,2019,,,,,FALSE
C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified site",201420,167376,29220,44171,7.032184958,65.2064025,2019,,,,,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",430917,407970,20532,88134,8.08401856,62.11339898,2019,387191,80770,5.366602013,9.117246502,FALSE
C97-C97,Malignant neoplasms of independent (primary) multiple sites,20562,19510,594,11680,6.161810467,68.55966712,2019,,,,,FALSE
D00-D09,In situ neoplasms,33069,32654,178,29879,1.849758274,63.65616155,2019,,,,,FALSE
D10-D36,Benign neoplasms,307442,298981,8640,246217,3.197137539,56.76274529,2019,,,,,FALSE
D37-D48,Neoplasms of uncertain or unknown behaviour,121100,114524,6807,38628,4.372514381,69.29004111,2019,,,,,FALSE
D50-D53,Nutritional anaemias,174337,155083,29852,83337,2.787197095,64.74422807,2019,,,,,FALSE
D55-D59,Haemolytic anaemias,57454,51233,13578,10978,2.96064703,31.89770026,2019,,,,,FALSE
D60-D64,Aplastic and other anaemias,126542,111757,25212,50240,2.981679972,66.48879492,2019,,,,,FALSE
D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",33232,30335,8422,4760,2.472616252,49.55106541,2019,,,,,FALSE
D70-D77,Other diseases of blood and blood-forming organs,30654,27506,6804,6009,4.388941749,52.89615087,2019,,,,,FALSE
D80-D89,Certain disorders involving the immune mechanism,38219,37277,1272,9964,5.766571632,54.51551313,2019,,,,,FALSE
E00-E07,Disorders of thyroid gland,18075,16099,3726,9969,2.364396339,49.6902956,2019,16596,10399,-2.994697517,-4.135012982,FALSE
E10-E14,Diabetes Mellitus,99627,59828,51708,5021,5.728768704,52.32238007,2019,56931,4961,5.088616044,1.209433582,FALSE
E15-E16,Other disorders of glucose regulation and pancreatic internal secr,24722,15607,13745,879,4.457033002,59.6661002,2019,,,,,FALSE
E20-E35,Disorders of other endocrine glands,34082,28798,5538,12553,4.803795728,45.1758083,2019,,,,,FALSE
E40-E46,Malnutrition,2320,816,654,96,22.54475983,57.65475445,2019,,,,,FALSE
E50-E64,Other nutritional deficiencies,9941,8803,1381,3840,7.055758684,55.80905034,2019,,,,,FALSE
E65-E68,Obesity and other hyperalimentation,12245,11025,581,8953,3.104364326,46.33867047,2019,,,,,FALSE
E70-E90,Metabolic disorders,240948,187491,74407,34081,5.243475649,60.93499868,2019,,,,,FALSE
F00-F09,"Organic, including symptomatic, mental disorders",78231,36554,32398,2712,18.74239608,80.76227753,2019,,,,,FALSE
F10-F19,Mental and behavioural disorders due to psychoactive subst.,79141,50531,48160,593,5.51541502,46.49334995,2019,50997,753,-0.913779242,-21.24833997,FALSE
F20-F29,"Schizophrenia, schizotypal and delusional disorders",33067,20706,16227,750,75.03225806,43.79775281,2019,24319,1107,-14.85669641,-32.24932249,FALSE
F30-F39,Mood [affective] disorders,28953,21041,17349,788,32.81762495,49.22360875,2019,23171,1137,-9.192525139,-30.69481091,FALSE
F40-F48,"Neurotic, stress-related and somatoform disorders",27722,22352,18948,1576,9.364168043,45.69367225,2019,,,,,FALSE
F50-F59,Behavioural syndromes associated with physiological disturbances a,6677,4516,2969,690,26.83594994,27.67957799,2019,,,,,FALSE
F60-F69,Disorders of adult personality and behaviour,13624,11063,7561,1682,25.74032986,33.48032231,2019,,,,,FALSE
F70-F79,Mental retardation,589,430,211,83,241.374359,34.47179487,2019,623,65,-30.97913323,27.69230769,FALSE
F80-F89,Disorders of psychological development,2960,2671,810,1149,47.33194676,15.08583418,2019,,,,,FALSE
F90-F98,Behavioural and emotional disorders with onset usually occurring i,1515,1323,889,167,17.05008787,19.30964604,2019,,,,,FALSE
F99-F99,Unspecified mental disorder,648,570,520,10,15.5459364,39.69922481,2019,,,,,FALSE
G00-G09,Inflammatory diseases of the central nervous system,13656,7321,5011,793,17.37306971,45.78277919,2019,7120,708,2.823033708,12.00564972,FALSE
G10-G14,Systemic atrophies primarily affecting the central nervous system,7387,4978,1216,1857,15.27522388,55.69180876,2019,,,,,FALSE
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,25261,16196,6399,4734,12.59137353,66.23606924,2019,15816,4500,2.402630248,5.2,FALSE
G30-G32,Other degenerative diseases (incl. Alzheimer).,14812,6333,5201,390,33.13535589,78.81155136,2019,10930,2294,-42.05855444,-82.99912816,FALSE
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,54653,51147,3045,15422,10.99694501,43.09592251,2019,49768,13001,2.770856775,18.62164449,FALSE
G40-G47,Episodic and paroxysmal disorders,177316,138932,87460,36960,2.345248088,45.85734737,2019,,,,,FALSE
G50-G59,"Nerve, nerve root and plexus disorders",84805,81146,7823,69123,2.678351743,58.42323917,2019,,,,,FALSE
G60-G64,Polyneuropathies and other disorders of the peripheral nervous sys,33521,30110,2565,8371,12.59835802,59.94267379,2019,,,,,FALSE
G70-G73,Diseases of myoneural junction and muscle,10412,8558,1482,3121,9.186576509,46.02986095,2019,,,,,FALSE
G80-G83,Cerebral palsy & other paralytic syndromes,18221,15310,4334,5722,12.78335858,40.16105392,2019,13889,5162,10.23111815,10.84850833,FALSE
G90-G99,Other diseases & disorders of the nervous syst.,36600,25146,12758,7928,10.1806137,48.75507474,2019,144857,89466,-82.64081128,-91.13853307,FALSE
H00-H06,"Disorders of eyelid, lacrimal system and orbit",58600,57289,6637,48418,1.788990826,57.84253484,2019,,,,,FALSE
H10-H13,Disorders of conjunctiva (including conjunctivitis),6563,6317,2036,4092,1.49806784,46.62352485,2019,5956,4018,6.061114842,1.841712295,FALSE
H15-H22,"Disorders of sclera, cornea, iris and ciliary body",15989,15589,2160,11709,3.57505123,50.26976042,2019,,,,,FALSE
H25-H28,Disorders of lens (including cataracts),487472,482232,612,454764,1.261221486,74.65978225,2019,456184,436982,5.709976676,4.069275165,FALSE
H30-H36,Disorders of choroid and retina,138108,137084,8322,56388,0.788098318,71.14933138,2019,,,,,FALSE
H40-H42,Glaucoma,25273,25123,1100,22943,1.385604113,68.45819932,2019,24607,22414,2.096964278,2.36013206,FALSE
H43-H45,Disorders of vitreous body and globe,7246,6996,1415,5345,2.222052067,62.20767564,2019,,,,,FALSE
H46-H48,Disorders of optic nerve and visual pathways,4212,3612,2228,932,1.782899921,35.10144763,2019,,,,,FALSE
H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and",15258,14540,1396,12421,2.153324862,29.53232333,2019,,,,,FALSE
H53-H54,Visual disturbances and blindness,9516,8040,6410,1206,1.276220615,55.04035361,2019,,,,,FALSE
H55-H59,Other disorders of eye and adnexa,8096,7859,2123,3408,0.9453125,60.09444433,2019,,,,,FALSE
H60-H62,Diseases of external ear,14768,13663,8697,4434,3.157661461,47.44108464,2019,,,,,FALSE
H65-H75,Diseases of middle ear and mastoid,44508,43416,9021,33323,1.188920739,24.08195375,2019,,,,,FALSE
H80-H83,Diseases of inner ear,18266,13224,11117,1810,1.910181818,64.04053367,2019,,,,,FALSE
H90-H95,Other disorders of ear,11012,10702,2782,7055,0.820632562,37.18249609,2019,,,,,FALSE
I00-I02,Acute rheumatic fever,167,112,68,15,7.923076923,33.95783133,2019,,,,,FALSE
I05-I09,Chronic rheumatic heart diseases,16125,10867,1929,7443,11.3361717,72.67753513,2019,,,,,FALSE
I10-I15,Hypertensive diseases,35048,26905,23451,2380,1.765750435,61.94397366,2019,23783,2280,13.1270235,4.385964912,FALSE
I20-I25,Ischaemic heart diseases,393968,255585,140595,92104,4.84341985,68.85205086,2019,261119,97302,-2.119340224,-5.342130686,FALSE
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,70496,39858,30573,4583,5.42739088,65.96146363,2019,37907,4020,5.146806658,14.00497512,FALSE
I30-I52,Other forms of heart disease,548893,326703,208184,94054,6.265866578,72.44080248,2019,315197,93243,3.650415454,0.869770385,FALSE
I60-I69,Cerebrovascular diseases,221141,115146,96937,5824,15.01381659,73.28120107,2019,111035,6188,3.702436169,-5.882352941,FALSE
I70-I79,"Diseases of arteries, arterioles & capillaries",82661,63304,22817,30762,8.671222137,68.575337,2019,63831,32256,-0.825617647,-4.631696429,FALSE
I80-I89,Diseases of veins & lymphatic system nec.,159239,120809,70009,42845,3.511849359,63.58595554,2019,92570,44011,30.50556336,-2.649337666,FALSE
I95-I99,Other & unspecified disorders of the circulatory system,7081,4874,1271,2144,7.282332564,58.5793283,2019,31408,2880,-84.48166072,-25.55555556,FALSE
J00-J06,Acute upper respiratory infections,175399,165275,140993,22377,0.713647535,14.32706487,2019,161783,26977,2.158446808,-17.05156244,FALSE
J80-J8,Other respiratory diseases principally affecting the interstitium,33972,22817,9077,7950,7.12839325,65.87280462,2019,,,,,FALSE
J09-J18,Influenza & pneumonia,666244,306826,298114,3466,8.315221601,71.94657494,2019,290880,3167,5.481985699,9.441111462,FALSE
J20-J22,Other acute lower respiratory infections,259562,187766,181948,2383,2.958643499,45.69208856,2019,180764,2259,3.873558894,5.489154493,FALSE
J30-J39,Other diseases of upper respiratory tract,108270,104362,19180,78486,1.722008601,38.07435218,2019,107638,81531,-3.043534811,-3.734775729,FALSE
J40-J47,Chronic lower respiratory diseases,411057,240481,211328,13747,4.237964375,63.06332009,2019,238267,13856,0.929209668,-0.786662818,FALSE
J60-J70,Lung diseases due to external agents,78864,30525,28876,718,12.79850116,74.55134379,2019,27790,730,9.841669665,-1.643835616,FALSE
J85-J86,Suppurative and necrotic conditions of lower respiratory tract,10165,4178,2604,742,14.35110585,58.53303387,2019,,,,,FALSE
J90-J94,Other diseases of pleura,61341,37113,23182,10042,5.771788174,66.03475744,2019,,,,,FALSE
J95-J99,Other diseases of the respiratory system,44456,26541,14576,7559,7.852859846,62.29405927,2019,87306,24605,-69.60002749,-69.27860191,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",253665,248850,22129,211961,1.646736342,35.20889739,2019,261727,226140,-4.920012074,-6.270009728,FALSE
K20-K31,"Diseases of oesophagus, stomach & duodenum",501874,443303,68852,316111,3.566821815,58.50833589,2019,430757,306052,2.912546981,3.286696378,FALSE
K35-K38,Diseases of appendix,59316,47683,45543,1568,3.160301356,34.83264168,2019,47892,1585,-0.436398563,-1.072555205,FALSE
K40-K46,Hernia,209328,196865,30577,160041,2.912695322,57.84734923,2019,205256,169908,-4.088065635,-5.8072604,FALSE
K50-K52,Noninfective enteritis & colitis,313304,282335,28149,142607,6.083155598,44.47931341,2019,256561,128206,10.04595398,11.23270362,FALSE
K55-K64,Other diseases of intestines,747863,669068,170458,436659,4.600970695,58.86819452,2019,646953,416865,3.41833178,4.748299809,FALSE
K65-K67,Diseases of peritoneum,14670,9171,5632,3040,8.48790225,56.16911735,2019,9087,3064,0.924397491,-0.783289817,FALSE
K70-K77,Diseases of liver,95736,51269,25743,15739,9.811228126,57.26628131,2019,48952,14543,4.733208041,8.223887781,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",295122,215833,118344,88390,5.039019765,58.72733102,2019,213979,92559,0.866440165,-4.504154107,FALSE
K90-K93,Other diseases of the digestive system,180097,137515,65616,65768,4.352263323,58.68144961,2019,137810,66278,-0.21406284,-0.769486104,FALSE
L00-L08,Infections of the skin and subcutaneous tissue,255810,188174,156855,21140,3.606548866,54.64687181,2019,,,,,FALSE
L10-L14,Bullous disorders,3082,2108,716,666,13.57627119,69.00255237,2019,,,,,FALSE
L20-L30,Dermatitis and eczema,16883,14295,9053,3582,2.076249508,39.47904561,2019,13675,3628,4.533820841,-1.267916207,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),10788,10055,1205,4375,5.198747153,52.84066577,2019,11725,5176,-14.24307036,-15.47527048,FALSE
L50-L54,Urticaria and erythems,13615,12362,6132,2980,1.505252101,37.12651299,2019,10481,2209,17.94676081,34.90267089,FALSE
L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,15133,15066,344,14252,1.403880071,71.8875569,2019,,,,,FALSE
L60-L75,Disorders of skin appendages,49371,48403,12855,34008,0.617482379,46.3982593,2019,,,,,FALSE
L80-L99,Other disorders of the skin and subcutaneous tissue,108682,91719,18323,68978,10.24312826,62.75737934,2019,,,,,FALSE
